nodeID,drug_name,x_id,cancer_gene,brite,mySamplingNumber,
Q14331,Pemetrexed,FRG1,FALSE,Spliceosome,37,
Q14444,Afatinib;PLX-4720;AZD5582,CAPRIN1,FALSE,Messenger RNA biogenesis,66,
Q14498,Dabrafenib;TGX221;Venetoclax;Ara-G,RBM39,FALSE,Spliceosome,6,
Q14554,AZD5582;Crizotinib,PDIA5,FALSE,Chaperones and folding catalysts,53,
Q14562,Dabrafenib,DHX8,FALSE,Spliceosome,7,
Q14566,Afatinib;Venetoclax,MCM6,FALSE,DNA replication proteins,33,
Q14573,Afatinib;IAP_5620;IAP_7638;AZD5582,ITPR3,FALSE,Protein phosphatases and associated proteins,42,
Q14574,Afatinib;Capmatinib,DSC3,FALSE,Cell adhesion molecules,60,
Q14651,Savolitinib;Dabrafenib;WEHI-539;PF-06747775;Crizotinib,PLS1,FALSE,Cytoskeleton proteins,93,
Q14653,Savolitinib;Ara-G,IRF3,FALSE,Transcription factors,8,
Q14671,Afatinib,PUM1,FALSE,none,73,
Q14677,AZD5582,CLINT1,FALSE,Membrane trafficking,66,
Q14678,SB590885,KANK1,FALSE,DNA repair and recombination proteins,67,
Q14683,Dabrafenib;Venetoclax;Ara-G,SMC1A,TRUE,Chromosome and associated proteins,81,
Q14687,AZD6094,GSE1,FALSE,none,84,
Q14692,SB590885;Afatinib,BMS1,FALSE,Ribosome biogenesis,11,
Q14694,Afatinib;AZD5582,USP10,FALSE,Peptidases and inhibitors,18,
Q14696,Dabrafenib;PLX-4720,MESD,FALSE,Chaperones and folding catalysts,52,
Q14697,IAP_5620;AZD5582;Savolitinib;PLX-4720;IAP_7638,GANAB,FALSE,Enzymes,46,
Q14739,Dabrafenib;PLX-4720,LBR,FALSE,Chromosome and associated proteins,57,
Q14764,TL-2-105;WEHI-539,MVP,FALSE,Exosome,14,
Q14781,Imatinib,CBX2,FALSE,Chromosome and associated proteins,93,
Q14789,Afatinib;Venetoclax,GOLGB1,FALSE,Membrane trafficking,55,
Q14807,Dabrafenib;AZD5582,KIF22,FALSE,Cytoskeleton proteins,97,
Q14839,Venetoclax;IAP_7638;Ara-G,CHD4,TRUE,Chromosome and associated proteins,32,
Q14847,Crizotinib;IAP_7638;AZD5582,LASP1,FALSE,Domain-containing proteins not elsewhere classified,81,
Q14919,Afatinib;PF-06747775,DRAP1,FALSE,Transcription machinery,89,
Q14956,GDC-0879;NVP-BHG712;PLX-4720;Dabrafenib;SB590885;A-1155463,GPNMB,FALSE,Membrane trafficking,75,
Q14974,Afatinib;PF-06747775,KPNB1,FALSE,Ribosome biogenesis,39,
Q14978,Afatinib;Dabrafenib;TGX221,NOLC1,FALSE,Transcription machinery,22,
Q14980,Dabrafenib;PLX-4720,NUMA1,FALSE,Chromosome and associated proteins,61,
Q14BN4,Afatinib,SLMAP,FALSE,none,88,
Q15003,Afatinib;Savolitinib,NCAPH,FALSE,Chromosome and associated proteins,97,
Q15004,AC220,PCLAF,FALSE,none,63,
Q15005,SB590885,SPCS2,FALSE,Enzymes,94,
Q15006,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,EMC2,FALSE,Membrane trafficking,4,
Q15007,TGX221,WTAP,FALSE,Messenger RNA biogenesis,31,
Q15014,Afatinib,MORF4L2,FALSE,Chromosome and associated proteins,34,
Q15020,IAP_5620;IAP_7638;AZD5582,SART3,FALSE,Spliceosome,19,
Q15029,SB590885;Dabrafenib;PLX-4720;Savolitinib,EFTUD2,FALSE,Spliceosome,98,
Q15050,SB590885;Afatinib,RRS1,FALSE,Ribosome biogenesis,2,
Q15056,Afatinib;Savolitinib;AZD5582,EIF4H,FALSE,Messenger RNA biogenesis,36,
Q15061,SB590885;Afatinib,WDR43,FALSE,Ribosome biogenesis,37,
Q15075,SB590885;LIMK1 inhibitor BMS4;Dabrafenib;PLX-4720,EEA1,FALSE,Membrane trafficking,44,
Q15102,Afatinib;TGX221;PLK4_0066;Venetoclax;IAP_7638,PAFAH1B3,FALSE,Enzymes,63,
Q15121,GDC-0879;Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885;LIMK1 inhibitor BMS4,PEA15,FALSE,none,12,
Q15165,Dabrafenib;PLX-4720,PON2,FALSE,Exosome,12,
Q15181,IAP_5620;TGX221;IAP_7638;AZD5582,PPA1,FALSE,Enzymes,54,
Q15185,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,PTGES3,FALSE,Enzymes,59,
Q15233,WEHI-539;Venetoclax,NONO,FALSE,Spliceosome,35,
Q15287,SB590885;GDC-0879;Dabrafenib;PLX-4720,RNPS1,FALSE,Messenger RNA biogenesis,86,
Q15291,Imatinib;KIT_6754,RBBP5,FALSE,Chromosome and associated proteins,57,
Q15293,Pemetrexed,RCN1,FALSE,Domain-containing proteins not elsewhere classified,44,
Q15345,AZD5582,LRRC41,FALSE,Ubiquitin system,33,
Q15365,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638;Crizotinib,PCBP1,FALSE,Messenger RNA biogenesis,25,
Q15369,Afatinib;AZD5582;Savolitinib;PLX-4720;Dabrafenib;SB590885,ELOC,FALSE,Ubiquitin system,81,
Q15370,Afatinib;AZD5582;PLX-4720;Dabrafenib;SB590885,ELOB,FALSE,Ubiquitin system,66,
Q15382,Afatinib;Dabrafenib;PLX-4720,RHEB,FALSE,GTP-binding proteins,53,
Q15386,Dabrafenib;Venetoclax;AZD5582,UBE3C,FALSE,Ubiquitin system,78,
Q15388,Afatinib;Dabrafenib;PF-06747775,TOMM20,FALSE,Mitochondrial biogenesis,20,
Q15393,SB590885;Dabrafenib;PLX-4720;Savolitinib,SF3B3,FALSE,Transcription machinery,86,
Q15404,Afatinib;Axitinib;TGX221;PF-06747775;GSK429286A,RSU1,FALSE,none,50,
Q15417,GSK429286A;Afatinib;PF-06747775;Crizotinib,CNN3,FALSE,none,35,
Q15424,Dabrafenib;TGX221,SAFB,FALSE,Spliceosome,28,
Q15427,Savolitinib,SF3B4,FALSE,Spliceosome,99,
Q15428,AC220,SF3A2,FALSE,Spliceosome,76,
Q15435,AZD5582,PPP1R7,FALSE,Protein phosphatases and associated proteins,41,
Q15436,Afatinib;PD173074;PF-06747775;AZD4547;GSK429286A,SEC23A,FALSE,Membrane trafficking,72,
Q15437,IAP_7638;AZD5582,SEC23B,FALSE,Membrane trafficking,66,
Q15554,Dabrafenib;Venetoclax;PLX-4720,TERF2,FALSE,DNA replication proteins,62,
Q15631,Afatinib;Venetoclax;IAP_7638,TSN,FALSE,none,90,
Q15646,AZD5582,OASL,FALSE,none,5,
Q15691,Afatinib;Savolitinib;IAP_7638;AZD5582,MAPRE1,FALSE,Chromosome and associated proteins,74,
Q15717,SB590885;GDC-0879;Dabrafenib,ELAVL1,FALSE,Messenger RNA biogenesis,22,
Q15738,AZD5582,NSDHL,FALSE,Enzymes,29,
Q15785,Afatinib;Savolitinib,TOMM34,FALSE,Mitochondrial biogenesis,42,
Q15814,Afatinib;Crizotinib,TBCC,FALSE,Cytoskeleton proteins,9,
Q15843,Crizotinib;Afatinib;IAP_7638;AZD5582,NEDD8,FALSE,Ubiquitin system,39,
Q15904,AZD5582;Crizotinib,ATP6AP1,FALSE,none,56,
Q15942,Afatinib;AZD5582;TGX221;Dabrafenib;PF-06747775;Linifanib;GSK429286A,ZYX,FALSE,none,16,
Q16186,Afatinib;AZD5582,ADRM1,FALSE,Proteasome,80,
Q16204,Afatinib;Savolitinib;PF-06747775;AZD5582,CCDC6,FALSE,none,18,
Q16222,Afatinib;PF-06747775,UAP1,FALSE,Enzymes,65,
Q16401,GSK269962A,PSMD5,FALSE,Proteasome,32,
Q16512,Afatinib,PKN1,FALSE,Protein kinases,30,
Q16513,Savolitinib,PKN2,FALSE,Protein kinases,13,
Q16540,SB590885;Afatinib,MRPL23,FALSE,Ribosome,31,
Q16555,Afatinib;Venetoclax;PF-06747775;AZD5582,DPYSL2,FALSE,none,68,
Q16566,WEHI-539,CAMK4,FALSE,Protein kinases,35,
Q16576,Savolitinib,RBBP7,FALSE,Chromosome and associated proteins,93,
Q16595,AC220,FXN,FALSE,Mitochondrial biogenesis,68,
Q16610,SB590885,ECM1,FALSE,none,51,
Q16629,Dabrafenib;PLX-4720;Savolitinib,SRSF7,FALSE,Spliceosome,83,
Q16630,IAP_5620;AZD5582;TGX221;AC220;IAP_7638;Crizotinib,CPSF6,FALSE,Messenger RNA biogenesis,38,
Q16643,AC220;Afatinib;PF-06747775;GSK429286A,DBN1,FALSE,Cilium and associated proteins,61,
Q16656,Afatinib;Venetoclax,NRF1,FALSE,Mitochondrial biogenesis,50,
Q16658,GSK429286A,FSCN1,FALSE,Membrane trafficking,95,
Q16718,WH-4-023;PD173074;WEHI-539;Ponatinib,NDUFA5,FALSE,none,83,
Q16740,SB590885;Ara-G,CLPP,FALSE,Peptidases and inhibitors,30,
Q16762,Afatinib;PF-06747775,TST,FALSE,Enzymes,75,
Q16763,Afatinib,UBE2S,FALSE,Ubiquitin system,71,
Q16775,SB590885;Afatinib;IAP_7638,HAGH,FALSE,Enzymes,27,
Q16795,SB590885;Savolitinib,NDUFA9,FALSE,none,55,
Q16798,Savolitinib,ME3,FALSE,Enzymes,32,
Q16822,Afatinib;Dabrafenib;PF-06747775,PCK2,FALSE,Enzymes,89,
Q16831,SB590885;GDC-0879;Dabrafenib;PLX-4720,UPP1,FALSE,Enzymes,69,
Q16836,PF-06747775;Dabrafenib;PLX-4720;GSK429286A,HADH,FALSE,Enzymes,38,
Q16850,GDC-0879,CYP51A1,FALSE,Cytochrome P450,34,
Q16851,Savolitinib;Dabrafenib;PLX-4720;Crizotinib,UGP2,FALSE,Enzymes,51,
Q27J81,Afatinib;PF-06747775,INF2,FALSE,Cytoskeleton proteins,42,
Q29RF7,Ara-G,PDS5A,FALSE,Chromosome and associated proteins,15,
Q2TAY7,SB590885;Dabrafenib;PLX-4720;Savolitinib,SMU1,FALSE,Spliceosome,90,
Q2TB10,SB590885;Dabrafenib;PLX-4720,ZNF800,FALSE,none,72,
Q2VPK5,AC220,CTU2,FALSE,Transfer RNA biogenesis,23,
Q32MZ4,AZD5582,LRRFIP1,FALSE,Transcription factors,74,
Q32P28,Afatinib;AZD5582;PD173074;TGX221;PLX-4720;Ponatinib;PF-06747775;AZD4547;A-1155463;GSK429286A,P3H1,FALSE,Chaperones and folding catalysts,6,
Q3KQU3,Afatinib;GSK429286A,MAP7D1,FALSE,Chromosome and associated proteins,10,
Q3KQV9,IAP_7638,UAP1L1,FALSE,Enzymes,94,
Q3ZCQ8,AC220;GDC-0879;Dabrafenib;PLX-4720,TIMM50,FALSE,Mitochondrial biogenesis,11,
Q49A26,Afatinib;PLX-4720;Savolitinib,GLYR1,FALSE,none,90,
Q49B96,Imatinib;Nilotinib,COX19,FALSE,Mitochondrial biogenesis,98,
Q4G0J3,Afatinib,LARP7,FALSE,Transcription machinery,65,
Q4G0N4,Afatinib,NADK2,FALSE,Enzymes,14,
Q4KWH8,WEHI-539,PLCH1,FALSE,Membrane trafficking,86,
Q4VXU2,Savolitinib,PABPC1L,FALSE,none,41,
Q52LJ0,Afatinib;Venetoclax,FAM98B,FALSE,Transfer RNA biogenesis,73,
Q53EL6,IAP_7638,PDCD4,FALSE,none,37,
Q53F19,Dabrafenib,NCBP3,FALSE,none,56,
Q53GA4,Afatinib,PHLDA2,FALSE,Domain-containing proteins not elsewhere classified,38,
Q53H12,SB590885;Dabrafenib;PLX-4720,AGK,FALSE,Enzymes,85,
Q53H82,Afatinib;PF-06747775,LACTB2,FALSE,Mitochondrial biogenesis,30,
Q53T59,GDC-0879;Dabrafenib,HS1BP3,FALSE,Domain-containing proteins not elsewhere classified,72,
Q562R1,SB590885;TGX221,ACTBL2,FALSE,none,44,
Q5HYI8,Afatinib;PF-06747775,RABL3,FALSE,GTP-binding proteins,1,
Q5J8M3,Crizotinib,EMC4,FALSE,Membrane trafficking,62,
Q5JTD0,Savolitinib;Crizotinib,TJAP1,FALSE,none,93,
Q5JTH9,Afatinib,RRP12,FALSE,Ribosome biogenesis,12,
Q5JTJ3,PF-06747775,COA6,FALSE,Mitochondrial biogenesis,59,
Q5JTV8,Afatinib;IAP_7638;Venetoclax;AZD5582,TOR1AIP1,FALSE,Chaperones and folding catalysts,54,
Q5JTZ9,AZD5582,AARS2,FALSE,Amino acid related enzymes,98,
Q5M775,SB590885;Afatinib;WEHI-539,SPECC1,FALSE,Cytoskeleton proteins,45,
Q5RKV6,Dabrafenib,EXOSC6,FALSE,Messenger RNA biogenesis,80,
Q5SNT2,Afatinib,TMEM201,FALSE,none,55,
Q5SRE5,Dabrafenib;AZD5582;Savolitinib,NUP188,FALSE,Messenger RNA biogenesis,56,
Q5ST30,CAY10566;Lapatinib,VARS2,FALSE,Amino acid related enzymes,40,
Q5SW79,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,CEP170,FALSE,Chromosome and associated proteins,97,
Q5SWX8,Afatinib,ODR4,FALSE,none,52,
Q5SY16,Savolitinib,NOL9,FALSE,Ribosome biogenesis,94,
Q5T0W9,Savolitinib,FAM83B,FALSE,Domain-containing proteins not elsewhere classified,71,
Q5T1C6,PLX-4720,THEM4,FALSE,Enzymes,72,
Q5T1S7,AZD5582,PPP6C,FALSE,none,25,
Q5T280,Afatinib,SPOUT1,FALSE,Chromosome and associated proteins,69,
Q5T5H1,WH-4-023;TGX221,ENSA,FALSE,none,5,
Q5T653,SB590885;Afatinib;Savolitinib,MRPL2,FALSE,Ribosome,91,
Q5T6F2,Savolitinib,UBAP2,FALSE,Ubiquitin system,60,
Q5T9A4,Afatinib;PF-06747775,ATAD3B,FALSE,Mitochondrial biogenesis,84,
Q5TBB1,Ara-G,RNASEH2B,FALSE,DNA replication proteins,19,
Q5TC12,Savolitinib,ATPAF1,FALSE,Mitochondrial biogenesis,99,
Q5TCU3,TGX221;GSK429286A,TPM2,FALSE,none,47,
Q5TDH0,SB590885;Savolitinib;GSK429286A,DDI2,FALSE,Proteasome,83,
Q5TGY3,Savolitinib,AHDC1,FALSE,Chromosome and associated proteins,78,
Q5VV42,AZD5582,CDKAL1,FALSE,Transfer RNA biogenesis,100,
Q63ZY3,Venetoclax,KANK2,FALSE,DNA repair and recombination proteins,75,
Q658Y4,Dabrafenib,FAM91A1,FALSE,none,100,
Q6DD87,Afatinib;AZD5582,ZNF787,FALSE,none,52,
Q6DD88,IAP_5620;AZD5582;TGX221;Venetoclax;SB590885;IAP_7638,ATL3,FALSE,Membrane trafficking,11,
Q6DKI1,IAP_7638,RPL7L1,FALSE,none,75,
Q6DN90,Savolitinib,IQSEC1,FALSE,Membrane trafficking,49,
Q6FI81,Afatinib;Savolitinib,CIAPIN1,FALSE,none,91,
Q6IAN0,Afatinib;PF-06747775,DHRS7B,FALSE,Enzymes,14,
Q6IBS0,Afatinib;AZD5582;PLX-4720;Dabrafenib;PF-06747775;SB590885,TWF2,FALSE,Cilium and associated proteins,68,
Q6IBW4,PD173074,NCAPH2,FALSE,Chromosome and associated proteins,11,
Q6IN85,AC220,PPP4R3A,FALSE,Protein phosphatases and associated proteins,58,
Q6IQ23,AZD5582,PLEKHA7,FALSE,Domain-containing proteins not elsewhere classified,10,
Q6KC79,AC220;PLX-4720;Dabrafenib;SB590885,NIPBL,FALSE,Chromosome and associated proteins,1,
Q6L8Q7,Afatinib;Dabrafenib,PDE12,FALSE,Messenger RNA biogenesis,18,
Q6NUK1,SB590885;Afatinib;Venetoclax;KIT_5808,SLC25A24,FALSE,Transporters,18,
Q6NUM9,Dabrafenib;PLX-4720,RETSAT,FALSE,Enzymes,88,
Q6NVY1,PF-06747775,HIBCH,FALSE,Enzymes,14,
Q6NW29,Savolitinib,RWDD4,FALSE,none,100,
Q6NZI2,Venetoclax,CAVIN1,FALSE,Transcription machinery,7,
Q6P179,CAY10566,ERAP2,FALSE,Peptidases and inhibitors,11,
Q6P1L8,Afatinib,MRPL14,FALSE,Ribosome,100,
Q6P1M0,Afatinib;PF-06747775,SLC27A4,FALSE,Lipid biosynthesis proteins,50,
Q6P1M3,IAP_7638,LLGL2,FALSE,Membrane trafficking,73,
Q6P1N0,IAP_7638;AZD5582,CC2D1A,FALSE,Exosome,32,
Q6P2E9,AZD5582,EDC4,FALSE,Messenger RNA biogenesis,9,
Q6P2Q9,SB590885;Dabrafenib;Savolitinib,PRPF8,FALSE,Spliceosome,23,
Q6PCB7,AZD5582,SLC27A1,FALSE,Lipid biosynthesis proteins,11,
Q6PD62,Savolitinib,CTR9,FALSE,Transcription machinery,35,
Q6PD74,Savolitinib,AAGAB,FALSE,Membrane trafficking,70,
Q6PGP7,Dabrafenib,TTC37,FALSE,Messenger RNA biogenesis,59,
Q6PI48,Afatinib;Savolitinib,DARS2,FALSE,Amino acid related enzymes,80,
Q6PIU2,Afatinib;AZD5582;Venetoclax;SB590885;TL-2-105;IAP_7638,NCEH1,FALSE,Peptidases and inhibitors,64,
Q6PJG6,AZD5582,BRAT1,FALSE,DNA repair and recombination proteins,19,
Q6PKG0,Afatinib;PF-06747775;AZD5582,LARP1,FALSE,Messenger RNA biogenesis,100,
Q6PL18,Dabrafenib;PLX-4720;Ara-G,ATAD2,FALSE,Enzymes,41,
Q6RFH5,SB590885;PLX-4720,WDR74,FALSE,Ribosome biogenesis,66,
Q6SPF0,Dabrafenib;Venetoclax,SAMD1,FALSE,Chromosome and associated proteins,62,
Q6SZW1,Pemetrexed,SARM1,FALSE,none,59,
Q6UB35,Savolitinib,MTHFD1L,FALSE,Enzymes,36,
Q6UVK1,SB590885;Dabrafenib;PLX-4720,CSPG4,FALSE,Proteoglycans,76,
Q6UVY6,Savolitinib,MOXD1,FALSE,none,62,
Q6UW68,Afatinib;Savolitinib,TMEM205,FALSE,none,92,
Q6UX71,WEHI-539,PLXDC2,FALSE,none,4,
Q6UXD5,AZD5582,SEZ6L2,FALSE,Domain-containing proteins not elsewhere classified,32,
Q6UXV4,AZD5582,APOOL,FALSE,Mitochondrial biogenesis,34,
Q6WCQ1,SB590885;Afatinib;Cetuximab,MPRIP,FALSE,Domain-containing proteins not elsewhere classified,67,
Q6WKZ4,Afatinib,RAB11FIP1,FALSE,Membrane trafficking,57,
Q6YN16,Afatinib;AZD5582,HSDL2,FALSE,none,66,
Q6ZRP7,WH-4-023,QSOX2,FALSE,Enzymes,12,
Q6ZRV2,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,FAM83H,FALSE,Cytoskeleton proteins,7,
Q71RC2,Temozolomide,LARP4,FALSE,Messenger RNA biogenesis,97,
Q71UM5,Dabrafenib,RPS27L,FALSE,Ribosome,86,
Q7KZF4,Afatinib;GDC-0879;AZD5582;PLX-4720;Dabrafenib;PF-06747775;SB590885;LIMK1 inhibitor BMS4,SND1,FALSE,none,50,
Q7KZI7,Afatinib;PF-06747775,MARK2,FALSE,Protein kinases,74,
Q7L1Q6,AZD5582,BZW1,FALSE,none,73,
Q7L2E3,Afatinib;Crizotinib,DHX30,FALSE,Spliceosome,76,
Q7L2H7,Afatinib;PF-06747775,EIF3M,FALSE,Translation factors,5,
Q7L5D6,BIX-02188,GET4,FALSE,Membrane trafficking,64,
Q7L5N1,Afatinib;AZD5582,COPS6,FALSE,Ubiquitin system,42,
Q7L8L6,Afatinib,FASTKD5,FALSE,none,2,
Q7Z2K6,Afatinib;PF-06747775,ERMP1,FALSE,none,50,
Q7Z2W9,SB590885;Capmatinib;Savolitinib,MRPL21,FALSE,Ribosome,87,
Q7Z3B4,AZD5582;Savolitinib,NUP54,FALSE,Messenger RNA biogenesis,13,
Q7Z3K3,Afatinib;Dabrafenib;Venetoclax,POGZ,FALSE,Chromosome and associated proteins,60,
Q7Z3T8,SB590885;GDC-0879;Dabrafenib;PLX-4720,ZFYVE16,FALSE,Protein phosphatases and associated proteins,58,
Q7Z417,Savolitinib,NUFIP2,FALSE,none,15,
Q7Z460,Afatinib,CLASP1,FALSE,Chromosome and associated proteins,62,
Q7Z4H3,Savolitinib,HDDC2,FALSE,Enzymes,77,
Q7Z4V5,Afatinib;Crizotinib,HDGFL2,FALSE,DNA repair and recombination proteins,79,
Q7Z4W1,Afatinib;PF-06747775;PLX-4720;Savolitinib,DCXR,FALSE,Enzymes,50,
Q7Z5G4,SB590885,GOLGA7,FALSE,Membrane trafficking,80,
Q7Z6M1,Savolitinib,RABEPK,FALSE,Membrane trafficking,67,
Q7Z7F7,Afatinib;PF-06747775,MRPL55,FALSE,Ribosome,100,
Q7Z7H5,Afatinib;PF-06747775;AZD5582,TMED4,FALSE,Membrane trafficking,63,
Q7Z7H8,Afatinib;Savolitinib,MRPL10,FALSE,Ribosome,89,
Q86SE5,Ara-G,RALYL,FALSE,Domain-containing proteins not elsewhere classified,83,
Q86SX6,TGX221;PF-06747775,GLRX5,FALSE,Chaperones and folding catalysts,84,
Q86TI0,Temozolomide;Savolitinib,TBC1D1,FALSE,Membrane trafficking,48,
Q86U28,Afatinib;PF-06747775,ISCA2,FALSE,Mitochondrial biogenesis,23,
Q86U38,Afatinib;Dabrafenib;PF-06747775;Savolitinib,NOP9,FALSE,Ribosome biogenesis,18,
Q86U42,Dabrafenib,PABPN1,FALSE,Messenger RNA biogenesis,92,
Q86UA1,Afatinib,PRPF39,FALSE,Spliceosome,86,
Q86UE4,Dabrafenib,MTDH,FALSE,none,4,
Q86UE8,WEHI-539,TLK2,FALSE,Protein kinases,93,
Q86UP2,Afatinib;IAP_5620;Dabrafenib;SB590885;IAP_7638,KTN1,FALSE,Mitochondrial biogenesis,87,
Q86UX7,AZD5582,FERMT3,FALSE,Exosome,50,
Q86UY6,Crizotinib,NAA40,FALSE,Chromosome and associated proteins,42,
Q86V21,Cabozantinib,AACS,FALSE,Lipid biosynthesis proteins,90,
Q86VM9,PF-06747775,ZC3H18,FALSE,Spliceosome,80,
Q86VY4,Savolitinib,TSPYL5,FALSE,Chromosome and associated proteins,99,
Q86W42,Dabrafenib;PLX-4720,THOC6,FALSE,Messenger RNA biogenesis,80,
Q86W50,AZD5582,METTL16,FALSE,Messenger RNA biogenesis,37,
Q86WA6,CAY10566,BPHL,FALSE,Enzymes,1,
Q86X76,Ponatinib;Crizotinib,NIT1,FALSE,Enzymes,36,
Q86XP3,IAP_7638;AZD5582,DDX42,FALSE,Spliceosome,61,
Q86Y82,Afatinib;IAP_7638;PLX-4720,STX12,FALSE,Membrane trafficking,92,
Q86YB8,AC220,ERO1B,FALSE,Enzymes,18,
Q86YH6,Savolitinib;AZD5582,PDSS2,FALSE,Prenyltransferases,20,
Q86YP4,Capmatinib,GATAD2A,FALSE,Transcription factors,82,
Q86YQ8,BIX-02188,CPNE8,FALSE,Domain-containing proteins not elsewhere classified,89,
Q8IV08,Afatinib,PLD3,FALSE,Membrane trafficking,2,
Q8IVL5,SB590885,P3H2,FALSE,Chaperones and folding catalysts,87,
Q8IVL6,Afatinib;GSK269962A;TGX221;WEHI-539;PF-06747775,P3H3,FALSE,Chaperones and folding catalysts,47,
Q8IVM0,Dabrafenib;PLX-4720,CCDC50,FALSE,Membrane trafficking,13,
Q8IWA0,Afatinib,WDR75,FALSE,Ribosome biogenesis,71,
Q8IWA4,Pemetrexed,MFN1,FALSE,Mitochondrial biogenesis,83,
Q8IWB7,SB590885;GDC-0879;Dabrafenib;PLX-4720,WDFY1,FALSE,Membrane trafficking,91,
Q8IWJ2,SB590885,GCC2,FALSE,Membrane trafficking,77,
Q8IWR0,SB590885;Dabrafenib,ZC3H7A,FALSE,Domain-containing proteins not elsewhere classified,49,
Q8IWR1,Nilotinib,TRIM59,FALSE,Ubiquitin system,25,
Q8IWT6,Afatinib,LRRC8A,FALSE,Ion channels,77,
Q8IWX8,SB590885;GDC-0879;Dabrafenib;PLX-4720,CHERP,FALSE,Spliceosome,8,
Q8IX01,Afatinib;Venetoclax;PF-06747775;GSK429286A,SUGP2,FALSE,Spliceosome,27,
Q8IX12,Dabrafenib,CCAR1,TRUE,Transcription machinery,5,
Q8IXI1,Savolitinib,RHOT2,FALSE,GTP-binding proteins,99,
Q8IXJ6,Savolitinib;AZD5582,SIRT2,FALSE,Chromosome and associated proteins,59,
Q8IXM3,SB590885;Afatinib;Savolitinib,MRPL41,FALSE,Ribosome,16,
Q8IXQ4,WEHI-539,GPALPP1,FALSE,none,4,
Q8IXT5,Savolitinib,RBM12B,FALSE,Spliceosome,3,
Q8IY17,Savolitinib,PNPLA6,FALSE,Enzymes,44,
Q8IY26,CAY10566,PLPP6,FALSE,Enzymes,9,
Q8IY81,SB590885,FTSJ3,FALSE,Ribosome biogenesis,68,
Q8IYB3,WEHI-539,SRRM1,FALSE,Messenger RNA biogenesis,91,
Q8IYB8,Afatinib;Dabrafenib;PLX-4720,SUPV3L1,FALSE,Mitochondrial biogenesis,100,
Q8IYS2,IAP_7638;AZD5582,KIAA2013,FALSE,none,8,
Q8IZ83,AZD5582,ALDH16A1,FALSE,none,21,
Q8IZH2,Savolitinib,XRN1,TRUE,Messenger RNA biogenesis,60,
Q8IZL8,AZD5582;Savolitinib,PELP1,FALSE,Ribosome biogenesis,77,
Q8IZW8,SB590885,TNS4,FALSE,Protein phosphatases and associated proteins,25,
Q8N0X7,SB590885;Dabrafenib;PLX-4720,SPART,FALSE,none,17,
Q8N128,Afatinib;PF-06747775,FAM177A1,FALSE,none,18,
Q8N1F7,Dabrafenib;AZD5582,NUP93,TRUE,Messenger RNA biogenesis,88,
Q8N1G4,Afatinib;IAP_7638;AZD5582,LRRC47,FALSE,none,95,
Q8N2F6,Dabrafenib,ARMC10,FALSE,Domain-containing proteins not elsewhere classified,58,
Q8N2G8,Afatinib,GHDC,FALSE,none,1,
Q8N335,TGX221;PF-06747775,GPD1L,FALSE,Enzymes,43,
Q8N3D4,AZD5582;Savolitinib,EHBP1L1,FALSE,Membrane trafficking,67,
Q8N3U4,Dabrafenib,STAG2,TRUE,Chromosome and associated proteins,56,
Q8N4C8,AC220,MINK1,FALSE,Protein kinases,24,
Q8N4L2,SB590885;GDC-0879;Dabrafenib,PIP4P2,FALSE,Enzymes,88,
Q8N4T8,Savolitinib,CBR4,FALSE,Enzymes,51,
Q8N4X5,Ara-G,AFAP1L2,FALSE,Domain-containing proteins not elsewhere classified,52,
Q8N556,Afatinib,AFAP1,FALSE,Cytoskeleton proteins,71,
Q8N5F7,Savolitinib,NKAP,FALSE,Spliceosome,99,
Q8N5N7,Afatinib;Savolitinib;WEHI-539;PF-06747775;SB590885,MRPL50,FALSE,Ribosome,73,
Q8N684,Dabrafenib,CPSF7,FALSE,Messenger RNA biogenesis,50,
Q8N766,IAP_5620;AZD5582;IAP_7638;Crizotinib,EMC1,FALSE,Membrane trafficking,27,
Q8N7H5,Dabrafenib,PAF1,FALSE,Transcription machinery,49,
Q8N884,Pemetrexed,CGAS,FALSE,Enzymes,28,
Q8N8A6,Savolitinib,DDX51,FALSE,Ribosome biogenesis,24,
Q8N8S7,Afatinib;AZD5582,ENAH,FALSE,none,97,
Q8N983,Afatinib;Savolitinib;Capmatinib;WEHI-539;PF-06747775;SB590885,MRPL43,FALSE,Ribosome,2,
Q8NAV1,SB590885;GDC-0879;Dabrafenib;Savolitinib,PRPF38A,FALSE,Spliceosome,31,
Q8NBJ4,Afatinib;PF-06747775,GOLM1,FALSE,none,66,
Q8NBJ5,TGX221;AZD5582,COLGALT1,FALSE,Glycosyltransferases,10,
Q8NBJ7,Afatinib;AZD5582,SUMF2,FALSE,none,17,
Q8NBL1,Afatinib,POGLUT1,FALSE,Glycosyltransferases,73,
Q8NBM4,Afatinib;PF-06747775;Savolitinib,UBAC2,FALSE,Ubiquitin system,30,
Q8NBN7,GSK429286A,RDH13,FALSE,Enzymes,51,
