nodeID;display name;name;shared name;canonical name;database identifier;description;node type;species;keggID;BRITEClass;number_of_nodes;number_of_edges;average_degree;degree_1_alters;degree_2_alters
149279;rapA;511145.b0059;511145.b0059;P60240;511145.b0059;RNA polymerase remodeling/recycling factor ATPase, Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair (By similarity), Belongs to the SNF2/RAD54 helicase family. RapA subfamily.;protein;Escherichia coli K12;eco:b0059;Transcription machinery;279.0;4852.0;17.39068100358423;13.0;265.0
146003;polB;511145.b0060;511145.b0060;P21189;511145.b0060;DNA polymerase II, Thought to be involved in DNA repair and/or mutagenesis. Its processivity is enhanced by the beta sliding clamp (dnaN) and clamp loader .;protein;Escherichia coli K12;eco:b0060;DNA repair and recombination proteins;226.0;1424.0;6.300884955752212;22.0;203.0
145457;araD;511145.b0061;511145.b0061;P08203;511145.b0061;L-ribulose-5-phosphate 4-epimerase, Involved in the degradation of L-arabinose . Catalyzes the interconversion of L-ribulose 5-phosphate (LRu5P) and D- xylulose 5-phosphate (D-Xu5P) via a retroaldol/aldol mechanism (carbon- carbon bond cleavage analogous to a class II aldolase reaction). ECO:0000269|PubMed:10769139, ECO:0000269|PubMed:11732896, ECO:0000269|PubMed:13890280, ECO:0000269|PubMed:4879898,;protein;Escherichia coli K12;eco:b0061;Enzymes;118.0;555.0;4.703389830508475;16.0;101.0
147911;araA;511145.b0062;511145.b0062;P08202;511145.b0062;L-arabinose isomerase, Catalyzes the conversion of L-arabinose to L-ribulose.;protein;Escherichia coli K12;eco:b0062;Enzymes;69.0;231.0;3.347826086956522;10.0;58.0
147284;araB;511145.b0063;511145.b0063;P08204;511145.b0063;L-ribulokinase, Protein involved in carbohydrate catabolic process, Belongs to the ribulokinase family.;protein;Escherichia coli K12;eco:b0063;Enzymes;133.0;635.0;4.774436090225564;17.0;115.0
146390;araC;511145.b0064;511145.b0064;P0A9E0;511145.b0064;Ara regulon transcriptional activator, Transcription factor that regulates the expression of several genes involved in the transport and metabolism of L-arabinose (PubMed:4362626, PubMed:328165, PubMed:6251457, PubMed:2962192, PubMed:6319708, PubMed:2231717, PubMed:1447222). Functions both as a positive and a negative regulator . In the presence of arabinose, activates the expression of the araBAD, araE, araFGH and araJ promoters (PubMed:4362626, PubMed:328165, PubMed:6251457, PubMed:2962192, PubMed:6319708, PubMed:2231717, PubMed:1447222). In the absence of arabinose, negatively regulates the araBAD operon . Represses its own transcription . Acts by binding directly to DNA (PubMed:4943786, PubMed:6251457, PubMed:2962192, PubMed:2531226, PubMed:1447222). ECO:0000269|PubMed:2531226, ECO:0000269|PubMed:2962192, ECO:0000269|PubMed:328165, ECO:0000269|PubMed:4362626, ECO:0000269|PubMed:4943786, ECO:0000269|PubMed:6251457,;protein;Escherichia coli K12;eco:b0064;Transcription factors;225.0;1020.0;4.533333333333333;20.0;204.0
150680;yabI;511145.b0065;511145.b0065;P30149;511145.b0065;DedA family inner membrane protein;protein;Escherichia coli K12;eco:b0065;none;16.0;48.0;3.0;5.0;10.0
150551;thiQ;511145.b0066;511145.b0066;P31548;511145.b0066;Thiamine/thiamine pyrophosphate ABC transporter ATPase, Part of the ABC transporter complex ThiBPQ involved in thiamine import . Responsible for energy coupling to the transport system (Probable), Belongs to the ABC transporter superfamily. Thiamine importer (TC 3.A.1.19.1) family.;protein;Escherichia coli K12;eco:b0066;Transporters;109.0;689.0;6.321100917431193;14.0;94.0
150683;thiP;511145.b0067;511145.b0067;P31549;511145.b0067;Thiamine/thiamine pyrophosphate ABC transporter permease, Part of the ABC transporter complex ThiBPQ involved in thiamine import . Probably responsible for the translocation of the substrate across the membrane (Probable). , Belongs to the binding-protein-dependent transport system permease family. CysTW subfamily.;protein;Escherichia coli K12;eco:b0067;Transporters;26.0;44.0;1.6923076923076923;3.0;22.0
148433;thiB;511145.b0068;511145.b0068;P31550;511145.b0068;Thiamine/thiamine pyrophosphate/thiamine monophosphate ABC transporter periplasmic binding protein, Part of the ABC transporter complex ThiBPQ involved in thiamine import . Binds thiamine, thiamine phosphate and thiamine diphosphate with high affinity (PubMed:12182833, PubMed:18177053), Belongs to the bacterial solute-binding protein 1 family.;protein;Escherichia coli K12;eco:b0068;Transporters;25.0;49.0;1.96;3.0;21.0
150686;sgrR;511145.b0069;511145.b0069;P33595;511145.b0069;Transcriptional DNA-binding transcriptional activator of sgrS sRNA, Activates the small RNA gene sgrS under glucose-phosphate stress conditions as well as yfdZ. Represses its own transcription under both stress and non-stress conditions, this repression likely provides one measure of control over sgrR at the level of synthesis. Might act as a sensor of the intracellular accumulation of phosphoglucose by binding these molecules in its C-terminal solute- binding domain.;protein;Escherichia coli K12;eco:b0069;Transcription factors;42.0;211.0;5.023809523809524;3.0;38.0
150689;setA;511145.b0070;511145.b0070;P31675;511145.b0070;Broad specificity sugar efflux system, Involved in the efflux of sugars. The physiological role may be the detoxification of non-metabolizable sugar analogs. Can transport IPTG, lactose and glucose. Has broad substrate specificity, with preferences for glucosides or galactosides with alkyl or aryl substituents, Belongs to the major facilitator superfamily. Set transporter family.;protein;Escherichia coli K12;eco:b0070;Transporters;4.0;4.0;1.0;1.0;2.0
148598;leuD;511145.b0071;511145.b0071;P30126;511145.b0071;3-isopropylmalate dehydratase small subunit, Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate.;protein;Escherichia coli K12;eco:b0071;Enzymes;329.0;3226.0;9.80547112462006;32.0;296.0
148595;leuC;511145.b0072;511145.b0072;P0A6A6;511145.b0072;3-isopropylmalate dehydratase large subunit, Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate, Belongs to the aconitase/IPM isomerase family. LeuC type 1 subfamily.;protein;Escherichia coli K12;eco:b0072;Enzymes;357.0;3566.0;9.988795518207283;32.0;324.0
143672;leuB;511145.b0073;511145.b0073;P30125;511145.b0073;3-isopropylmalate dehydrogenase, NAD(+)-dependent, Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate. , Belongs to the isocitrate and isopropylmalate dehydrogenases family. LeuB type 1 subfamily.;protein;Escherichia coli K12;eco:b0073;Enzymes;106.0;955.0;9.00943396226415;13.0;92.0
146591;leuA;511145.b0074;511145.b0074;P09151;511145.b0074;2-isopropylmalate synthase, Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3- hydroxy-4-methylpentanoate (2-isopropylmalate), Belongs to the alpha-IPM synthase/homocitrate synthase family. LeuA type 1 subfamily.;protein;Escherichia coli K12;eco:b0074;Enzymes;472.0;4247.0;8.997881355932204;51.0;420.0
152093;leuL;511145.b0075;511145.b0075;P0AD79;511145.b0075;Leu operon leader peptide, Involved in control of the biosynthesis of leucine.;protein;Escherichia coli K12;eco:b0075;none;64.0;645.0;10.078125;6.0;57.0
150344;leuO;511145.b0076;511145.b0076;P10151;511145.b0076;Global transcription factor, A global transcription factor. Activates transcription of the 9 following operons, yjjQ-bglJ, yjjP, acrEF, ybdO, yjcRQP, casABCDE12, rhsD-ybbC, fepE and gltF, in most cases it probably interferes with silencing by H-NS and activates transcription. Represses transcription of the 3 following operons, uxaCA, sdaCB and btsT. H-NS repression of the bgl operon, leading to the ability to metabolize some beta- glucosides. It also directly activates the bgl operon. Activation is H- NS and BglJ-RcsB independent. ECO:0000269|PubMed:20659289, ECO:0000269|PubMed:20952573,;protein;Escherichia coli K12;eco:b0076;Transcription factors;18.0;46.0;2.5555555555555554;2.0;15.0
146789;ilvI;511145.b0077;511145.b0077;P00893;511145.b0077;Acetolactate synthase III, valine sensitive, large subunit;protein;Escherichia coli K12;eco:b0077;Enzymes;308.0;3055.0;9.918831168831169;29.0;278.0
146792;ilvH;511145.b0078;511145.b0078;P00894;511145.b0078;Acetolactate synthase III, valine sensitive, small subunit;protein;Escherichia coli K12;eco:b0078;Enzymes;367.0;3508.0;9.55858310626703;32.0;334.0
146285;cra;511145.b0080;511145.b0080;P0ACP1;511145.b0080;Transcriptional repressor-activator for carbon metabolism, Global transcriptional regulator, which plays an important role in the regulation of carbon metabolism. Activates transcription of genes encoding biosynthetic and oxidative enzymes (involved in Krebs cycle, glyoxylate shunt and gluconeogenesis, such as ppsA and fbp). Represses genes involved in sugar catabolism, such as fruB, pfkA, pykF and adhE. Binds asymmetrically to the two half-sites of its operator. ECO:0000269|PubMed:8230205, ECO:0000269|PubMed:8550429, ECO:0000269|PubMed:8577250, ECO:0000269|PubMed:8858581,;protein;Escherichia coli K12;eco:b0080;Transcription factors;113.0;629.0;5.566371681415929;7.0;105.0
150707;mraZ;511145.b0081;511145.b0081;P22186;511145.b0081;RsmH methytransferase inhibitor, Negatively regulates its own expression and that of the subsequent genes in the proximal part of the division and cell wall (dcw) gene cluster. Acts by binding directly to DNA. May also regulate the expression of genes outside the dcw cluster, Belongs to the MraZ family.;protein;Escherichia coli K12;eco:b0081;Transcription factors;154.0;2152.0;13.974025974025974;14.0;139.0
144428;rsmH;511145.b0082;511145.b0082;P60390;511145.b0082;16S rRNA m(4)C1402 methyltransferase, SAM-dependent, Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA. In vitro, active on the assembled 30S subunit, but not naked 16S rRNA or 70S ribosomes.;protein;Escherichia coli K12;eco:b0082;Ribosome biogenesis;204.0;2660.0;13.03921568627451;20.0;183.0
150698;ftsL;511145.b0083;511145.b0083;P0AEN4;511145.b0083;Membrane bound cell division leucine zipper septum protein, Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. Can also mediate Zn(2+)-sensitivity probably by increasing the permeability of the inner membrane. Rule:MF_00910, ECO:0000269|PubMed:10613870,, Belongs to the FtsL family.;protein;Escherichia coli K12;eco:b0083;Chromosome and associated proteins;223.0;2512.0;11.26457399103139;26.0;196.0
149048;ftsI;511145.b0084;511145.b0084;P0AD68;511145.b0084;Transpeptidase involved in septal peptidoglycan synthesis, Essential cell division protein that catalyzes cross-linking of the peptidoglycan cell wall at the division septum (PubMed:1103132, PubMed:6450748, PubMed:9614966, PubMed:3531167, PubMed:7030331). Required for localization of FtsN . ECO:0000269|PubMed:6450748, ECO:0000269|PubMed:7030331,, Belongs to the transpeptidase family. FtsI subfamily.;protein;Escherichia coli K12;eco:b0084;Peptidoglycan biosynthesis and degradation proteins;262.0;2805.0;10.706106870229007;45.0;216.0
144974;murE;511145.b0085;511145.b0085;P22188;511145.b0085;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso- diaminopimelate ligase, Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. Is also able to use many meso-diaminopimelate analogs as substrates, although much less efficiently, but not L-lysine.;protein;Escherichia coli K12;eco:b0085;Peptidoglycan biosynthesis and degradation proteins;212.0;2578.0;12.160377358490566;26.0;185.0
145247;murF;511145.b0086;511145.b0086;P11880;511145.b0086;UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D- alanine ligase, Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein.;protein;Escherichia coli K12;eco:b0086;Enzymes;198.0;2522.0;12.737373737373737;28.0;169.0
147668;mraY;511145.b0087;511145.b0087;P0A6W3;511145.b0087;phospho-N-acetylmuramoyl-pentapeptide transferase, First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan.;protein;Escherichia coli K12;eco:b0087;Peptidoglycan biosynthesis and degradation proteins;180.0;2270.0;12.61111111111111;20.0;159.0
144944;murD;511145.b0088;511145.b0088;P14900;511145.b0088;UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase, Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA).;protein;Escherichia coli K12;eco:b0088;Peptidoglycan biosynthesis and degradation proteins;233.0;2855.0;12.253218884120171;27.0;205.0
147011;ftsW;511145.b0089;511145.b0089;P0ABG4;511145.b0089;Putative lipid II flippase, Peptidoglycan polymerase that is essential for cell division (Probable). Functions probably in conjunction with the penicillin- binding protein 3 (ftsI) . Required for localization of FtsI .;protein;Escherichia coli K12;eco:b0089;Chromosome and associated proteins;229.0;2554.0;11.152838427947598;34.0;194.0
145118;murG;511145.b0090;511145.b0090;P17443;511145.b0090;N-acetylglucosaminyl transferase, Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II).;protein;Escherichia coli K12;eco:b0090;Peptidoglycan biosynthesis and degradation proteins;208.0;2648.0;12.73076923076923;30.0;177.0
144764;murC;511145.b0091;511145.b0091;P17952;511145.b0091;UDP-N-acetylmuramate:L-alanine ligase, Cell wall formation, Belongs to the MurCDEF family.;protein;Escherichia coli K12;eco:b0091;Peptidoglycan biosynthesis and degradation proteins;183.0;2310.0;12.62295081967213;23.0;159.0
145415;ddlB;511145.b0092;511145.b0092;P07862;511145.b0092;D-alanine:D-alanine ligase, Cell wall formation, Belongs to the D-alanine--D-alanine ligase family.;protein;Escherichia coli K12;eco:b0092;Peptidoglycan biosynthesis and degradation proteins;169.0;2194.0;12.982248520710058;20.0;148.0
148484;ftsQ;511145.b0093;511145.b0093;P06136;511145.b0093;Divisome assembly protein, membrane anchored protein involved in growth of wall at septum, Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. May control correct divisome assembly. Rule:MF_00911, ECO:0000269|PubMed:17185541,, Belongs to the FtsQ/DivIB family. FtsQ subfamily.;protein;Escherichia coli K12;eco:b0093;Chromosome and associated proteins;438.0;7314.0;16.698630136986303;89.0;348.0
150677;ftsA;511145.b0094;511145.b0094;P0ABH0;511145.b0094;ATP-binding cell division FtsK recruitment protein, Essential cell division protein that assists in the assembly of the Z ring . May serve as the principal membrane anchor for the Z ring . Also required for the recruitment to the septal ring of the downstream cell division proteins FtsK, FtsQ, FtsL, FtsI and FtsN (PubMed:9282742, PubMed:9495771, PubMed:9603865, PubMed:9882666, PubMed:10027987, PubMed:24750258). Binds ATP . ECO:0000269|PubMed:11053380, ECO:0000269|PubMed:11847116, ECO:0000269|PubMed:15752196, ECO:0000269|PubMed:24750258, ECO:0000269|PubMed:9282742, ECO:0000269|PubMed:9495771,;protein;Escherichia coli K12;eco:b0094;Chromosome and associated proteins;302.0;3477.0;11.513245033112582;38.0;263.0
145133;ftsZ;511145.b0095;511145.b0095;P0A9A6;511145.b0095;GTP-binding tubulin-like cell division protein, Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity. Polymerization and bundle formation is enhanced by CbeA.;protein;Escherichia coli K12;eco:b0095;Chromosome and associated proteins;475.0;5474.0;11.52421052631579;58.0;416.0
149144;lpxC;511145.b0096;511145.b0096;P0A725;511145.b0096;UDP-3-O-acyl N-acetylglucosamine deacetylase, Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis. Rule:MF_00388, ECO:0000269|PubMed:10026271, ECO:0000269|PubMed:8530464,;protein;Escherichia coli K12;eco:b0096;Lipopolysaccharide biosynthesis proteins;325.0;3883.0;11.947692307692307;25.0;299.0
